is_rumor,thread,in_reply_tweet,event,is_source_tweet,user_id,tweet_length,text,created,has_smile_emoji,sensitive,has_quest,has_exclaim,has_quest_or_exclaim,user.verified,user.handle_length,user.time_zone,user.desc_length,user.created_at,user.location,user.utc_dist,hasperiod,number_punct,negativewordcount,positivewordcount,capitalratio,contentlength,sentimentscore,Noun,Verb,Adjective,Pronoun,FirstPersonPronoun,SecondPersonPronoun,ThirdPersonPronoun,Adverb,has_url_in_text
0,580333827425439745,5.803338274254397e+17,germanwings-crash,0,2790189994,36,@NewDay @CNNMoney q Dios los ayude!!,1427211145000.0,0,0,0,1,1,0,6,,0,1411944839000.0,0,,0,2,0,0,0.19444444444444445,6,0.0,5,1,0,0,0,0,0,0,0
0,580333827425439745,5.803338274254397e+17,germanwings-crash,0,449443784,132,"“@NewDay: The twin-engine Airbus A320 is considered among the most reliable aircraft, http://t.co/Qcjb64RjtT ” Not anymore. @tnykamp",1427214399000.0,0,0,0,0,0,0,12,Arizona,4,1325130714000.0,0,8.0,2,14,0,0,0.06923076923076923,16,0.5,7,2,1,0,0,0,0,0,1
0,580333827425439745,5.803338274254397e+17,germanwings-crash,0,1895496402,17,@NewDay @CNNMoney,1427234707000.0,0,0,0,0,0,0,15,,0,1379894989000.0,0,,0,0,0,0,0.35294117647058826,2,0.0,2,0,0,0,0,0,0,0,0
0,580333881687195648,,germanwings-crash,1,134196350,136,"Germanwings flight #4U9525 from Barcelona to Dusseldorf has crashed in French Alps.
http://t.co/FHoX6q0GHt
R.I.P. http://t.co/oUOhJrHxko",1427197354000.0,0,0,0,0,0,1,13,Stockholm,146,1271528841000.0,1,0.0,6,22,0,0,0.1323529411764706,15,0.0,8,3,0,0,0,0,0,0,1
0,580333881687195648,5.803338816871956e+17,germanwings-crash,0,244134922,74,@flightradar24 Could you expand the last pic please?Can't read the digits?,1427197497000.0,0,0,1,0,1,0,6,Amsterdam,0,1296230447000.0,0,1.0,0,5,0,0,0.02702702702702703,11,0.0,5,2,1,1,0,1,0,0,0
0,580333881687195648,5.803344841695969e+17,germanwings-crash,0,43878918,73,@TakkieWeer2 @flightradar24 Link naar Exel bestand staat in vorige tweet.,1427197623000.0,0,0,0,0,0,0,17,Amsterdam,22,1243860924000.0,1,1.0,1,4,0,0,0.0547945205479452,10,0.0,6,1,1,0,0,0,0,0,0
0,580333881687195648,5.803350130209587e+17,germanwings-crash,0,244134922,23,@LudgerBoerrigte Thanx!,1427197741000.0,0,0,0,1,1,0,6,Amsterdam,0,1296230447000.0,0,1.0,0,1,0,0,0.13043478260869565,2,0.0,2,0,0,0,0,0,0,0,0
0,580333881687195648,5.803338816871956e+17,germanwings-crash,0,506278413,140,"@flightradar24 I'm not a pilot but for a plane with issues to continue on that flight path, on a descent, toward mountain terrain seems odd.",1427198543000.0,0,0,0,0,0,0,13,Central Time (US & Canada),57,1330370516000.0,1,6.0,1,6,0,0,0.007142857142857143,25,-0.16666666666666666,10,2,1,0,0,0,0,0,0
0,580333881687195648,5.803338816871956e+17,germanwings-crash,0,1107268454,138,"horror! “@flightradar24: Germanwings flight #4U9525 from Barcelona to D'dorf crashed
http://t.co/2oJ8udyilY
R.I.P. http://t.co/8Z5vonRSst”",1427199347000.0,0,0,0,1,1,1,12,,46,1358714830000.0,0,,5,28,0,0,0.08823529411764706,13,0.0,7,1,2,0,0,0,0,0,1
0,580333881687195648,5.803338816871956e+17,germanwings-crash,0,242810893,58,@flightradar24 @Pabriks +++ http://t.co/sRHWois8tg ... RIP,1427200252000.0,0,0,0,0,0,0,7,Greenland,22,1295975455000.0,0,3.0,4,14,0,0,0.1206896551724138,4,0.0,3,0,1,0,0,0,0,0,1
0,580333881687195648,5.803338816871956e+17,germanwings-crash,0,27618702,106,"@flightradar24 The plane dropped altitude very fast, but the speed was constant, this &gt;&gt;&gt; #4U9525",1427205099000.0,0,0,0,0,0,0,4,Stockholm,15,1238411682000.0,1,1.0,0,16,0,0,0.018867924528301886,15,0.13,3,3,2,0,0,0,0,0,0
0,580333881687195648,5.803663671001498e+17,germanwings-crash,0,27618702,114,@flightradar24 this could indicate the pilots did everything they could to stop the freefall. &gt;&gt;&gt;&gt;&gt;,1427205193000.0,0,0,0,0,0,0,4,Stockholm,15,1238411682000.0,1,1.0,1,13,0,0,0.0,15,0.0,5,3,0,1,0,0,1,0,0
0,580333881687195648,5.803667611675853e+17,germanwings-crash,0,27618702,57,@flightradar24 They used the speed break to full. #4U9525,1427205262000.0,0,0,0,0,0,0,4,Stockholm,15,1238411682000.0,1,1.0,1,9,0,0,0.03508771929824561,9,0.35,3,1,1,1,0,0,1,0,0
0,580333881687195648,5.803338816871956e+17,germanwings-crash,0,809042136,48,@flightradar24 all my prayers to their families.,1427210451000.0,0,0,0,0,0,0,4,Athens,18,1347030583000.0,1,2.0,1,3,0,0,0.0,7,0.0,3,0,0,0,1,0,1,0,0
0,580333915275165696,,germanwings-crash,1,380648579,91,#BREAKING Lufthansa chief says 'don't know yet what happened' to crashed Germanwings flight,1427197362000.0,0,0,0,0,0,1,20,Paris,145,1317083710000.0,1,0.0,0,4,0,0,0.10989010989010989,13,0.0,6,4,0,0,0,0,0,0,0
0,580333946271113216,,germanwings-crash,1,2180126766,90,All my thoughts with passenger's and crew's families at this difficult moment #Germanwings,1427197369000.0,0,0,0,0,0,1,12,Brussels,155,1383831852000.0,1,0.0,0,3,0,0,0.022222222222222223,13,-0.5,5,0,2,0,1,0,0,0,0
0,580333946271113216,5.803339462711132e+17,germanwings-crash,0,120588038,58,@EP_President @GERArmyResearch Likewise.  Terrible tragedy,1427197934000.0,0,0,0,0,0,0,14,Amsterdam,151,1267915800000.0,1,1.0,1,2,0,0,0.1724137931034483,5,-1.0,4,0,1,0,0,0,0,0,0
0,580333946271113216,5.803339462711132e+17,germanwings-crash,0,2348001955,28,@EP_President Awesome tweet!,1427199362000.0,0,0,0,1,1,0,11,,116,1392616893000.0,1,,0,2,0,1,0.14285714285714285,3,1.0,2,0,1,0,0,0,0,0,0
0,580333946271113216,5.803339462711132e+17,germanwings-crash,0,2734940942,118,@EP_President @Europarl_EN #GermanWingsCrash  #Germanwings my thoughts and sympathy are with the families and friends.,1427199562000.0,0,0,0,0,0,0,5,Brussels,5,1408121875000.0,0,1.0,1,5,0,0,0.0847457627118644,14,0.0,8,1,0,0,1,0,0,0,0
0,580333946271113216,5.803339462711132e+17,germanwings-crash,0,23361712,110,RT “@EP_President: All my thoughts with passenger's and crew's families at this difficult moment #Germanwings”,1427201521000.0,0,0,0,0,0,1,10,Brussels,81,1236550118000.0,1,1.0,0,5,0,0,0.06481481481481481,15,-0.5,8,0,2,0,1,0,0,0,0
0,580334199187644416,,germanwings-crash,1,64643056,136,"#Germanwings A320 debris spotted at 2,000m above sea level in Alps - police source http://t.co/zU6hn03xzU #4U9525 http://t.co/ymo5yF97PB",1427197429000.0,0,0,0,0,0,1,2,Moscow,105,1249971165000.0,0,2.0,2,32,0,0,0.0661764705882353,16,0.0,10,1,0,0,0,0,0,0,1
0,580334199187644416,5.803341991876444e+17,germanwings-crash,0,483945427,92,"@RT_com as usual in next 20 minutes RT will show accident report, on by hand painted scheme.",1427197638000.0,0,0,0,0,0,0,7,,0,1328455389000.0,1,,1,5,0,0,0.043478260869565216,17,-0.125,6,2,3,0,0,0,0,0,0
0,580334199187644416,5.803341991876444e+17,germanwings-crash,0,386978211,140,@RT_com how is it that one says no survivors b4 plane spotted then after being spotted-hopeful therewillbe?-reportings don't help relatives!,1427197689000.0,0,0,1,1,1,0,12,London,1,1318059987000.0,1,0.0,0,7,0,0,0.014285714285714285,20,0.0,7,5,1,1,0,0,1,0,0
0,580334199187644416,5.803341991876444e+17,germanwings-crash,0,1090901779,21,@rt_com @obsessedw8pk,1427208150000.0,0,0,0,0,0,0,8,,32,1358219627000.0,0,,0,2,0,0,0.0,2,0.0,2,0,0,0,0,0,0,0,0
0,580334199187644416,5.803341991876444e+17,germanwings-crash,0,32279580,7,@RT_com,1427251816000.0,0,0,0,0,0,0,12,,0,1239937701000.0,0,,0,1,0,0,0.2857142857142857,1,0.0,1,0,0,0,0,0,0,0,0
0,580334309422161920,,germanwings-crash,1,21133007,115,R.I.P to the passengers aboard the @germanwings flight over France today &amp; Love to their families &amp; friends,1427197456000.0,0,0,0,0,0,1,11,Pacific Time (US & Canada),141,1234906290000.0,1,8.0,2,6,0,1,0.043478260869565216,18,0.5,9,2,0,0,0,0,1,0,0
0,580334309422161920,5.803343094221619e+17,germanwings-crash,0,159179833,14,@OneRepublic ♥,1427197460000.0,0,0,0,0,0,0,14,St. Petersburg,114,1277401553000.0,1,3.0,0,0,0,0,0.15384615384615385,1,0.0,1,0,0,0,0,0,0,0,0
0,580334309422161920,5.803343094221619e+17,germanwings-crash,0,2239538653,49,@OneRepublic @germanwings Just read the sad news.,1427197485000.0,0,0,0,0,0,0,3,Brisbane,155,1386697243000.0,1,9.0,1,1,1,0,0.061224489795918366,7,-0.5,2,1,2,0,0,0,0,0,0
0,580334309422161920,5.803343094221619e+17,germanwings-crash,0,1099025149,42,@OneRepublic @germanwings Follow me please,1427197486000.0,0,0,0,0,0,0,8,Athens,142,1358449462000.0,0,2.0,0,0,0,0,0.07142857142857142,5,0.0,1,1,1,1,1,0,0,0,0
0,580334309422161920,5.803343094221619e+17,germanwings-crash,0,2663870423,39,@onerepublic @germanwings pls follow me,1427197495000.0,0,0,0,0,0,0,7,,160,1404305095000.0,1,,0,0,0,0,0.0,5,0.0,1,2,1,1,1,0,0,0,0
0,580334309422161920,5.803343094221619e+17,germanwings-crash,0,326346582,35,@OneRepublic @germanwings R.I.P. 😓🙏,1427197498000.0,0,0,0,0,0,0,17,St. Petersburg,109,1309375898000.0,1,3.0,3,3,0,0,0.15151515151515152,3,0.0,2,0,1,0,0,0,0,0,0
0,580334309422161920,5.803343094221619e+17,germanwings-crash,0,415595394,29,@OneRepublic please follow me,1427197535000.0,0,0,0,0,0,0,3,Eastern Time (US & Canada),56,1321628697000.0,1,5.0,0,0,0,0,0.06896551724137931,4,0.0,1,1,1,1,1,0,0,0,0
0,580334309422161920,5.803343094221619e+17,germanwings-crash,0,1276205328,49,@OneRepublic @germanwings that's soo sad. 😓 R.I.P,1427197543000.0,0,0,0,0,0,0,13,,160,1363561148000.0,0,,3,4,1,0,0.10416666666666667,6,-0.5,3,1,2,0,0,0,0,0,0
0,580334309422161920,5.803343094221619e+17,germanwings-crash,0,36389196,96,@OneRepublic @germanwings Just heard. Such terrible news. R.I.P. &amp; love to everyone involved,1427197594000.0,0,0,0,0,0,0,8,London,97,1241020003000.0,1,0.0,5,7,0,1,0.07291666666666667,13,-0.16666666666666666,6,2,3,0,0,0,0,0,0
0,580334309422161920,5.803343094221619e+17,germanwings-crash,0,22620339,72,@OneRepublic why are we dealing with so many tragedies this week? 😞😞😞😭😭😭,1427197716000.0,0,0,1,0,1,0,20,Singapore,115,1236085501000.0,1,7.0,0,1,0,0,0.030303030303030304,11,0.5,3,2,1,1,1,0,0,0,0
0,580334309422161920,5.803343094221619e+17,germanwings-crash,0,1832555022,81,"@OneRepublic @germanwings just heard in the news what happened.....so tragic 
RIP",1427197738000.0,0,0,0,0,0,0,13,Vienna,130,1378663810000.0,1,1.0,5,5,0,0,0.06172839506172839,11,-0.75,3,2,2,0,0,0,0,0,0
0,580334309422161920,5.803343094221619e+17,germanwings-crash,0,22620339,120,@OneRepublic @germanwings R.I.P. to the passengers on board and I offer my deepest condolences to the victims' families.,1427197772000.0,0,0,0,0,0,0,20,Singapore,115,1236085501000.0,1,7.0,4,5,0,0,0.05,18,0.0,8,1,1,1,1,0,0,0,0
0,580334309422161920,5.803343094221619e+17,germanwings-crash,0,1722809978,147,“@OneRepublic: R.I.P to the passengers aboard the @germanwings flight over France today &amp; Love to their families &amp; friends” very sad news..,1427198031000.0,0,0,0,0,0,0,15,,129,1378139059000.0,0,,4,9,1,1,0.04827586206896552,22,-0.07500000000000001,10,2,2,0,0,0,1,0,0
0,580334309422161920,5.803343094221619e+17,germanwings-crash,0,261902985,129,@OneRepublic Such tragic news :( Your compassion for the victims and their loved ones will touch a lot of grieving souls today 💕🙏,1427198130000.0,0,0,0,0,0,0,14,Copenhagen,150,1299453551000.0,1,1.0,0,2,0,0,0.031496062992125984,21,-0.2,9,3,1,0,0,1,1,0,0
0,580334309422161920,5.803343094221619e+17,germanwings-crash,0,272900073,63,@onerepublic @germanwings Sorry for hear this. RIP #Condolences,1427198241000.0,0,0,0,0,0,0,11,Jakarta,109,1301227267000.0,1,6.0,1,2,0,0,0.07936507936507936,8,-0.5,5,0,1,0,0,0,0,0,0
0,580334309422161920,5.803343094221619e+17,germanwings-crash,0,2861941161,28,@OneRepublic @germanwings  😱,1427198266000.0,0,0,0,0,0,0,19,Warsaw,159,1415166113000.0,1,1.0,0,0,0,0,0.07407407407407407,2,0.0,1,0,1,0,0,0,0,0,0
0,580334309422161920,5.803343094221619e+17,germanwings-crash,0,964552140,139,@OneRepublic u're like my personal newsletter.The last year's I've been informed about (sad)news by your tweets before I see somewhere else,1427199506000.0,0,0,0,0,0,0,6,Berlin,0,1353602119000.0,1,1.0,1,6,0,1,0.03597122302158273,21,0.0,6,3,3,1,1,1,0,0,0
0,580334309422161920,5.803343094221619e+17,germanwings-crash,0,2883092883,79,"@OneRepublic @germanwings So sad to hear about this😭 and so close to home, too💔",1427199816000.0,0,0,0,0,0,0,11,,136,1416343927000.0,0,,0,1,1,0,0.03896103896103896,14,-0.5,1,2,3,0,0,0,0,0,0
0,580334309422161920,5.803343094221619e+17,germanwings-crash,0,417723154,62,@OneRepublic @AnnaLeno1R @germanwings oh God! Now I am scared!,1427201638000.0,0,0,0,1,1,0,9,Berlin,141,1321866725000.0,1,1.0,0,3,1,0,0.12903225806451613,9,0.0,4,1,1,1,0,0,0,0,0
0,580334309422161920,5.803518517422653e+17,germanwings-crash,0,964552140,35,@MsSara881R mach dir keine Sorgen 😉,1427201783000.0,0,0,0,0,0,0,6,Berlin,0,1353602119000.0,1,1.0,0,3,0,0,0.11764705882352941,5,0.0,5,0,0,0,0,0,0,0,0
0,580334309422161920,5.803524607929795e+17,germanwings-crash,0,417723154,109,@AnnaLeno1R ja. Wenns passiert dann bekommst man selbst ja eh kaum was mit. Fliege auch mit anderen Airlines.,1427201874000.0,0,0,0,0,0,0,9,Berlin,141,1321866725000.0,1,1.0,3,4,0,0,0.05504587155963303,18,0.0,13,2,3,0,0,0,0,0,0
0,580334309422161920,5.803528414344274e+17,germanwings-crash,0,964552140,48,@MsSara881R Wann geht's wieder zurück nachhause?,1427201916000.0,0,0,1,0,1,0,6,Berlin,0,1353602119000.0,1,1.0,0,5,0,0,0.0851063829787234,6,0.0,5,1,0,0,0,0,0,0,0
0,580334309422161920,5.803530176329318e+17,germanwings-crash,0,417723154,123,@AnnaLeno1R am 4. April. Freu mich so :) wobei es letztendlich wirklich toll hier war.  Zu Hause ist es aber am schönsten ♥,1427201977000.0,0,0,0,0,0,0,9,Berlin,141,1321866725000.0,1,1.0,3,7,0,0,0.05785123966942149,21,0.5,11,4,2,0,0,0,0,0,0
0,580334309422161920,5.803532723823903e+17,germanwings-crash,0,964552140,139,"@MsSara881R ja das stimmt wohl. Die zeit ging ja schnell rum,oder kam es dir anders vor?Hörte sich so ewig lang an als du es erzählt hast …",1427202045000.0,0,0,1,0,1,0,6,Berlin,0,1353602119000.0,1,1.0,1,6,0,0,0.03676470588235294,26,0.0,18,4,1,0,0,0,0,0,0
0,580334309422161920,5.803535606233457e+17,germanwings-crash,0,417723154,111,"@AnnaLeno1R ja, die Zeit ist total schnell vergangen. Dank meiner WG. Haben sehr viel unternommen. War toll! :)",1427243133000.0,0,0,0,1,1,0,9,Berlin,141,1321866725000.0,1,1.0,3,8,0,0,0.08108108108108109,17,0.25,15,1,1,0,0,0,0,0,0
0,580334563932549120,,germanwings-crash,1,4970411,140,#Germanwings flight with at least 142 passengers and crew of six goes down in the Alps region. http://t.co/4SXbd0uiVA http://t.co/3t9Agmtciy,1427197516000.0,0,1,0,0,0,1,18,London,133,1176798188000.0,1,,3,19,1,0,0.05,19,-0.2277777777777778,8,1,0,0,0,0,0,0,1
0,580334563932549120,5.803345639325491e+17,germanwings-crash,0,149975156,140,MT @AJEnglish  Germanwings flight wit atleast 142 passengers and crew of 6 goes down n da Alps http://t.co/eB0aYPRxgN http://t.co/fqu2DGqABN,1427197785000.0,0,0,0,0,0,0,17,Pacific Time (US & Canada),137,1275244587000.0,1,8.0,2,16,1,0,0.12142857142857143,19,-0.15555555555555559,11,2,1,0,0,0,0,0,1
0,580334729678966784,,germanwings-crash,1,5402612,132,"""If our fears are confirmed, this is a dark day for Lufthansa,"" #Germanwings' parent company says after crash http://t.co/nIKx2M38Fm",1427197556000.0,0,0,0,0,0,1,17,London,155,1177252957000.0,1,,1,14,0,0,0.05303030303030303,19,0.125,8,4,1,0,1,0,0,0,1
0,580334729678966784,5.803347296789668e+17,germanwings-crash,0,3014589401,52,@BBCBreaking     http://t.co/DzW83ph1Ns жми не бойся,1427197616000.0,0,0,0,0,0,0,4,,0,1422975581000.0,0,,1,8,0,0,0.16666666666666666,2,0.0,1,1,0,0,0,0,0,0,1
0,580334729678966784,5.803347296789668e+17,germanwings-crash,0,321366897,127,"""If our fears are confirmed, this is a dark day for Lufthansa,"" #Germanwings' parent company says after crash. Via @BBCBreaking",1427197714000.0,0,0,0,0,0,1,13,,144,1308662237000.0,0,,1,7,0,0,0.06299212598425197,20,0.125,9,4,1,0,1,0,0,0,0
0,580334729678966784,5.803347296789668e+17,germanwings-crash,0,1137848995,72,@BBCBreaking awful business. Thoughts are with the families and friends.,1427197745000.0,0,0,0,0,0,0,18,,101,1359664000000.0,0,,2,2,0,0,0.06944444444444445,10,-1.0,4,2,1,0,0,0,0,0,0
0,580334729678966784,5.803347296789668e+17,germanwings-crash,0,78837703,42,@BBCBreaking Flying is becoming dangerous.,1427197746000.0,0,0,0,0,0,0,14,,52,1254383003000.0,1,,1,1,0,0,0.11904761904761904,5,-0.07499999999999998,1,3,1,0,0,0,0,0,0
0,580334729678966784,5.803347296789668e+17,germanwings-crash,0,2590559634,28,@BBCBreaking Don't be Afraid,1427197756000.0,0,0,0,0,0,0,18,,19,1403833957000.0,0,,0,1,1,0,0.21428571428571427,4,-0.6,2,2,0,0,0,0,0,0,0
0,580334729678966784,5.803347296789668e+17,germanwings-crash,0,1108518408,99,@BBCBreaking probably a dark day for Lufthansa. But the world is already seeing a lot of dark days.,1427197786000.0,0,0,0,0,0,0,5,,70,1358759478000.0,1,,2,2,0,0,0.06060606060606061,18,-0.15,5,3,2,0,0,0,0,0,0
0,580334729678966784,5.803347296789668e+17,germanwings-crash,0,177186359,36,@BBCBreaking v sad news this morning,1427197841000.0,0,0,0,0,0,0,16,Amsterdam,0,1281533918000.0,0,1.0,0,0,1,0,0.1111111111111111,6,-0.5,3,1,1,0,0,0,0,0,0
0,580334729678966784,5.803347296789668e+17,germanwings-crash,0,60642483,134,"“@BBCBreaking: ""If our fears are confirmed, this is a dark day for Lufthansa,"" #Germanwings' parent company http://t.co/0Y8pEtJgnj” 🙏😥",1427197853000.0,0,0,0,0,0,0,10,Eastern Time (US & Canada),160,1248712594000.0,1,5.0,1,14,0,0,0.07692307692307693,17,0.125,7,4,1,0,1,0,0,0,1
0,580334729678966784,5.803347296789668e+17,germanwings-crash,0,2930966744,91,@BBCBreaking BRAHMINOLGY -  FATHER OF MODERN REFORM BRAHMANISM IS SRI RODDAM ANANDA VASISTA,1427197909000.0,0,0,0,0,0,0,4,,0,1418640789000.0,0,,0,1,0,0,0.7582417582417582,12,0.2,11,1,0,0,0,0,0,0,0
0,580334729678966784,5.803355288741274e+17,germanwings-crash,0,1108518408,129,@deepakkanungo @BBCBreaking  The world itself is become a dangerous place. Just got to be thankful for every single day you live.,1427197912000.0,0,0,0,0,0,0,5,,70,1358759478000.0,1,,2,2,0,0,0.046511627906976744,21,-0.17835497835497835,5,6,3,2,0,1,0,0,0
0,580334729678966784,5.803347296789668e+17,germanwings-crash,0,355079885,58,@BBCBreaking @BBCWorld translation: oh no our stock price!,1427197915000.0,0,0,0,1,1,0,10,,31,1313352181000.0,1,,0,2,0,0,0.13793103448275862,8,0.0,5,1,0,0,1,0,0,0,0
0,580334729678966784,5.803347296789668e+17,germanwings-crash,0,2590559634,37,@BBCBreaking Always Remember in Today,1427197922000.0,0,0,0,0,0,0,18,,19,1403833957000.0,0,,0,0,0,0,0.1891891891891892,5,0.0,4,0,0,0,0,0,0,0,0
0,580334729678966784,5.803362232285348e+17,germanwings-crash,0,78837703,59,@gawinsouza @BBCBreaking Thanks. Greetings and good wishes.,1427197951000.0,0,0,0,0,0,0,14,,52,1254383003000.0,1,,2,2,0,1,0.1016949152542373,7,0.44999999999999996,5,0,1,0,0,0,0,0,0
0,580334729678966784,5.803347296789668e+17,germanwings-crash,0,544692927,98,"“@BBCBreaking: ""If our fears are confirmed, this is a dark day for Lufthansa,"" : Disaster du Jour.",1427198048000.0,0,0,0,0,0,0,11,,0,1333488844000.0,0,,1,7,0,0,0.08247422680412371,16,0.125,5,5,1,0,1,0,0,0,0
0,580334729678966784,5.803347296789668e+17,germanwings-crash,0,3016036575,95,@BBCBreaking @BBCWorld flight path indicates plane heading for Zurich.  Over the Alps. Unusual?,1427198167000.0,0,0,1,0,1,0,10,,53,1423017657000.0,0,,2,3,0,0,0.12631578947368421,13,0.2,8,3,0,0,0,0,0,0,0
0,580334729678966784,5.803347296789668e+17,germanwings-crash,0,352482990,129,@BBCBreaking please stop asking people to Guess what has caused this German Wings probable Air crash. Its in extremely bad taste.,1427198233000.0,0,0,0,0,0,0,11,,38,1312998563000.0,1,,2,2,1,0,0.06976744186046512,21,-0.3499999999999999,6,6,3,0,0,0,1,0,0
0,580334729678966784,5.803347296789668e+17,germanwings-crash,0,248722214,140,"@BBCBreaking  A dark day for the Luftwaffe....well too f-ing bad.  Hopefully they brought skies!  4th Reich Wanters.  Don't trust them, die!",1427198789000.0,0,0,0,1,1,0,14,Eastern Time (US & Canada),0,1297094117000.0,0,5.0,6,12,1,0,0.07142857142857142,21,-0.575,7,5,2,2,0,0,2,0,0
0,580334729678966784,5.803347296789668e+17,germanwings-crash,0,35673724,133,"Very sad news :( “@BBCBreaking: ""If our fears are confirmed, this is a dark day @germanwings &amp; @lufthansa http://t.co/uOEPc8LNRi”",1427199955000.0,0,0,0,0,0,0,19,Stockholm,154,1240807693000.0,1,1.0,1,13,1,0,0.0916030534351145,18,-0.2875,6,4,3,0,1,0,0,0,1
0,580334729678966784,5.803355288741274e+17,germanwings-crash,0,116486879,72,@deepakkanungo @BBCBreaking flying is still generally safer than driving,1427201806000.0,0,0,0,0,0,0,3,Eastern Time (US & Canada),4,1266857089000.0,1,5.0,0,0,0,0,0.05555555555555555,9,0.05000000000000002,4,1,0,0,0,0,0,0,0
0,580334729678966784,5.803399038562796e+17,germanwings-crash,0,225832762,46,@Splinkee @BBCBreaking What is wrong with you?,1427207032000.0,0,0,1,0,1,0,13,Vienna,53,1292167639000.0,1,1.0,0,1,0,0,0.13043478260869565,7,-0.5,2,1,1,1,0,1,0,0,0
0,580334729678966784,5.80352555957502e+17,germanwings-crash,0,78837703,50,@onedcl @BBCBreaking Thanks. Greetings from India.,1427245389000.0,0,0,0,0,0,0,14,,52,1254383003000.0,1,,2,2,0,0,0.14,6,0.2,4,0,1,0,0,0,0,0,0
0,580335102313500673,,germanwings-crash,1,64643056,108,#Lufthansa tweets on #Germanwings #4U9525 crash - LIVE UPDATES http://t.co/zU6hn03xzU http://t.co/k0jbLmv84k,1427197645000.0,0,0,0,0,0,1,2,Moscow,105,1249971165000.0,0,2.0,2,25,0,0,0.1574074074074074,10,0.13636363636363635,7,1,0,0,0,0,0,0,1
0,580335102313500673,5.803351023135007e+17,germanwings-crash,0,1850792372,135,@RT_com You see AirBus is not Boeing They try to find survivors They try to see logs The relatives of passengers are crying in airports,1427198806000.0,0,0,0,0,0,0,12,,106,1378800715000.0,1,,0,1,0,0,0.06666666666666667,25,-0.2,7,8,0,3,0,1,2,0,0
0,580335102313500673,5.803351023135007e+17,germanwings-crash,0,2190743918,19,@RT_com @ChrisCuomo,1427199833000.0,0,0,0,0,0,0,6,,112,1384277376000.0,0,,0,1,0,0,0.21052631578947367,2,0.0,2,0,0,0,0,0,0,0,0
0,580335102313500673,5.803351023135007e+17,germanwings-crash,0,2788944340,135,"@RT_com heart goes out to the famlies of the passengers and crew members...rest in peace.#Germanwings plane crashes in southern France,",1427239036000.0,0,0,0,0,0,0,15,,158,1411907482000.0,1,,4,7,0,0,0.02962962962962963,20,0.0,9,1,1,0,0,0,0,0,0
0,580335409202348032,,germanwings-crash,1,16444025,135,I'm horrified at the anti-Catalan and anti-German tweets coming from Spanish trolls on Twitter. I will not RT them. #Shame #GermanWings,1427197718000.0,0,0,0,0,0,0,10,Paris,112,1222303620000.0,1,0.0,2,7,0,0,0.08148148148148149,21,0.0,7,3,2,2,0,0,1,0,0
0,580335409202348032,5.80335409202348e+17,germanwings-crash,0,46365811,58,@lizcastro don't give them the satisfaction... ignore them,1427198002000.0,0,0,0,0,0,0,14,Abu Dhabi,12,1244719119000.0,1,3.0,3,4,0,0,0.0,8,0.0,2,2,1,2,0,0,2,0,0
0,580335409202348032,5.803366013870121e+17,germanwings-crash,0,1090353385,47,"@kopite321 @lizcastro If you ignore, you agree.",1427198230000.0,0,0,0,0,0,0,14,,113,1358202671000.0,1,,1,5,0,0,0.02127659574468085,7,0.0,2,2,0,2,0,2,0,0,0
0,580335409202348032,5.80335409202348e+17,germanwings-crash,0,2149470410,86,"@lizcastro @RogerVinton creo q desconoce ""el pa que s'hi dona"" por estos lares, señora",1427198617000.0,0,0,0,0,0,0,8,Paris,61,1382464673000.0,0,1.0,0,4,0,0,0.023529411764705882,14,0.0,12,1,1,0,0,0,0,0,0
0,580335409202348032,5.80335409202348e+17,germanwings-crash,0,495279186,137,"@lizcastro Liz, cal que en facis RT afegint-hi ""@DretsCat"" perquè en tinguin constància. És important per desemmascarar aquests ""trolls"".",1427199739000.0,0,0,0,0,0,0,20,,5,1329508891000.0,0,,2,8,0,0,0.03731343283582089,19,0.4,12,1,3,0,0,0,0,0,0
0,580335409202348032,5.803438869267661e+17,germanwings-crash,0,16444025,77,@tort77 Que segueixin a @RogerVinton que n'ha RTejat molts. No puc. @DretsCat,1427199798000.0,0,0,0,0,0,0,10,Paris,112,1222303620000.0,1,1.0,2,5,0,0,0.1038961038961039,12,0.0,8,2,0,0,0,0,0,0,0
0,580335409202348032,5.80335409202348e+17,germanwings-crash,0,308408298,86,@lizcastro Aluuuuucinant i demencial el grau de xenofòbia! De veritat és insuportable!,1427201835000.0,0,0,0,1,1,0,7,Athens,0,1306839451000.0,1,2.0,0,2,0,0,0.023809523809523808,12,0.0,7,1,2,0,0,0,0,0,0
0,580335409202348032,5.80335409202348e+17,germanwings-crash,0,1056513422,66,@lizcastro No tiene nombre lo de esta gente http://t.co/ZpMZZBxFUg,1427202291000.0,0,0,0,0,0,0,5,Amsterdam,0,1357174344000.0,0,1.0,1,5,0,0,0.12121212121212122,9,0.0,4,1,1,0,0,0,0,0,1
0,580335409202348032,5.80335409202348e+17,germanwings-crash,0,303336103,138,"@lizcastro Ara potser comenceras a percebre l'odi que ens tenen els castellans, i podras entendre encara mes be pq portem 300 a x marxar!!",1427203965000.0,0,0,0,1,1,0,14,Greenland,0,1306087152000.0,0,3.0,0,7,0,0,0.007246376811594203,24,0.0,13,5,3,0,0,0,0,0,0
